       0       5   12.8482    1    6    1    6
    21   -4.068   -1.954     -5.412  0.000     0.40     1.32    -0.08     0.11
    21   -0.446   -0.359     -0.385  0.000     0.03     1.00    -0.37     0.66
    21    0.815   -0.194     -0.115  0.000     1.88     1.01    -0.20     1.47
    21    0.050   -0.273     -1.718  0.000     0.51     1.07    -1.77     1.79
    21    0.859    0.260     -1.245  0.000     1.56     1.68    -1.59     1.96
       0     792    5.3948    5  125    5  129
    21   -1.942   -0.877     -1.697  0.000    -2.13     0.16    -0.39     0.75
    21    2.804   -1.000      1.323  0.000     0.11    -4.76     0.01     0.01
    21   -0.105    2.365      1.192  0.000     0.80     0.73     0.11     0.25
    21    0.872    0.203      0.716  0.000     1.47     0.87     3.43     5.49
    21    1.789    1.673     -0.203  0.000     1.61    -1.60     0.16     0.53
    21    0.473    0.516      0.346  0.000     3.31    -3.07     1.42     3.30
    21   -4.922   -5.103      7.316  0.000    -2.16     4.71     0.02     0.03
    21    0.486   -0.258      0.474  0.000     1.76    -2.39     0.13     0.56
    21    0.956   -2.281     -3.390  0.000    -1.43     0.09    -0.57     0.68
    21    0.589    0.239      0.100  0.000     2.26    -1.74     0.00     0.03
    21   -1.085    2.688     -2.572  0.000    -0.81     4.64    -0.57     0.90
    21    6.259    0.666     -7.569  0.000    -5.26    -2.68    -0.02     0.03
    21   -3.322    0.873      0.793  0.000     1.67    -1.00     0.01     0.03
    21   -1.404    0.707     -0.262  0.000     1.53     2.81    -0.01     0.03
    21   -0.835    0.024      0.059  0.000    -1.41    -0.69     0.14     0.35
    21   -0.388    2.004     -3.301  0.000    -0.45     3.49    -8.35     9.29
    21    1.558   -3.458     -1.051  0.000    -0.82    -0.57    -0.01     0.03
    21   -3.064   -0.319     -1.419  0.000     0.07    -4.76    -0.02     0.04
    21    1.410    2.990     -0.606  0.000    -4.70     1.85    -0.01     0.04
    21   -2.262    2.088     -3.225  0.000    -0.64     2.48    -0.03     0.04
    21   -3.800    1.545      3.234  0.000    -0.77     4.49     0.03     0.04
    21   -0.180    2.626     -2.960  0.000    -2.23     5.47    -0.83     1.12
    21   -0.077   -0.519      0.827  0.000    -0.41    -0.67     1.95     2.94
    21   -0.667   -0.302      0.566  0.000    -0.99    -1.13     3.49     4.95
    21    2.262   -3.436      4.227  0.000     2.49    -2.03     0.37     0.53
    21   -0.089   -1.585      0.257  0.000    -2.89    -1.78     0.01     0.05
    21    1.929   -4.140     -9.899  0.000     2.20     0.01    -0.98     1.08
    21   -0.309   -0.699     -0.490  0.000    -1.39    -1.16    -1.61     2.49
    21   -0.836   -0.331      0.164  0.000     0.89     2.99     0.01     0.05
    21   -1.115   -0.672      0.046  0.000     0.72     2.81     0.00     0.05
    21   -4.349   -3.781      5.736  0.000     1.21    -1.25     0.74     1.06
    21    2.288    2.944      2.417  0.000     1.77    -2.44     0.33     0.56
    21   -2.336   -2.350      3.371  0.000    -2.95     0.76     0.58     0.79
    21   -0.154   -0.444     -0.337  0.000    -1.09    -0.97    -0.03     0.05
    21   -0.001   -0.544      3.181  0.000    -1.29    -0.96     3.71     4.52
    21   -0.588   -2.094     -2.371  0.000    -1.03     0.22    -0.04     0.06
    21    3.231    1.805      3.326  0.000     1.64    -2.78     0.04     0.06
    21   -0.010    3.715      2.965  0.000    -1.54     0.42     0.04     0.06
    21   -1.194    0.393      0.297  0.000     2.95    -0.96     0.01     0.06
    21   -0.077   -0.072     -0.513  0.000    -0.85     3.52    -0.89     1.41
    21   -2.578    0.241      0.093  0.000    -3.25    -3.00     0.00     0.06
    21    0.821   -0.516     -1.956  0.000     1.68    -0.33    -0.77     1.29
    21    1.059    0.958     -1.364  0.000     1.27    -2.91    -0.34     0.49
    21    0.577    1.329      1.919  0.000     3.50    -0.81     1.03     1.17
    21   -0.582    0.296      0.509  0.000    -1.29     5.10     0.04     0.06
    21    2.697    0.807     -3.596  0.000     0.77     2.92    -4.32     5.27
    21    4.867   -0.325     -3.705  0.000    -1.64     4.79    -0.41     0.65
    21    0.033   -1.024     -0.072  0.000    -4.71     1.75    -0.00     0.06
    21   -0.100    0.456      0.289  0.000    -0.91    -0.94     3.48     4.95
    21   -0.502    0.153     -0.553  0.000    -1.12     3.21    -1.02     2.67
    21   -1.201   -0.275      5.757  0.000     0.94    -3.95     6.07     6.20
    21    0.671   -1.030     -6.100  0.000     3.73     1.70    -6.93     7.23
    21   -0.926    0.421      1.282  0.000     0.99     4.45     0.05     0.07
    21    0.515    0.272      0.576  0.000    -1.20     5.10     0.05     0.07
    21   -1.484   -2.827    -14.660  0.000    -2.45    -1.75   -10.64    10.86
    21    1.814    1.970      2.927  0.000    -0.26    -0.76     0.98     1.48
    21    0.205   -0.284     -0.222  0.000     3.33     3.80    -0.17     0.52
    21   -2.540    3.669      6.559  0.000    -1.27     5.11     0.06     0.08
    21    0.397    1.245     -0.411  0.000     2.91     3.66    -0.02     0.08
    21   -2.278   -1.201      1.825  0.000     1.50     2.77     0.04     0.08
    21   -1.929    3.382      0.950  0.000     1.52     2.86     0.02     0.08
    21   -2.701    3.470      7.484  0.000    -3.48     0.82     2.00     2.27
    21    1.294    0.330     -3.211  0.000    -0.89     0.26    -2.56     2.69
    21   -0.342   -0.963      0.202  0.000     1.47    -2.46     0.40     0.67
    21   -0.320   -1.426      3.423  0.000     1.55     2.76     0.08     0.09
    21    1.780   -1.179      0.850  0.000    -0.42    -1.42     0.56     1.67
    21    2.080   -1.560     -1.532  0.000    -1.45    -1.23    -1.58     2.49
    21    2.052    0.362      1.200  0.000     0.67     0.64     0.14     0.25
    21    0.703   -0.718     -1.279  0.000     3.13    -0.63    -0.07     0.09
    21    1.723    1.665     -2.734  0.000    -1.56    -0.93    -1.21     1.97
    21    0.020   -1.123      0.328  0.000    -0.38     5.68     0.03     0.09
    21    4.871    4.495     -3.948  0.000    -0.68     4.54    -0.05     0.09
    21   -0.854    1.019      0.569  0.000    -0.82     0.31     0.04     0.09
    21   -1.803   -1.415      8.271  0.000    -1.71     0.32     0.09     0.10
    21   -3.415   -2.062      7.524  0.000     0.31     4.04     1.50     1.71
    21   -1.646    0.323     -2.264  0.000    -2.03     5.31    -0.92     1.12
    21    0.211   -0.873     -1.094  0.000     1.35     2.95    -3.78     5.23
    21   -0.420    4.181      3.677  0.000     1.52     3.32     0.50     0.73
    21    0.836    0.531     -0.501  0.000     1.63     2.84    -0.05     0.10
    21   -0.332    1.996     -0.951  0.000     1.99     0.51    -0.04     0.10
    21   -0.749    0.419      1.003  0.000     1.64    -1.00     1.50     2.38
    21   -0.919    1.939      0.329  0.000    -3.79     2.84     0.02     0.11
    21    3.393   -0.177     -5.819  0.000     2.94     3.59    -0.09     0.11
    21   -0.267    0.791      0.360  0.000    -0.80     0.34     0.04     0.11
    21   -1.151    1.665     -4.282  0.000     0.68    -2.43    -0.54     0.62
    21    0.043    0.796      3.489  0.000    -2.96    -0.11     0.11     0.11
    21    0.201    0.221     -0.103  0.000     0.73    -2.46    -0.78     0.86
    21   -0.240    1.641      0.821  0.000     1.54     2.90     0.05     0.12
    21    1.014    1.364     -7.755  0.000     0.77     2.85    -0.11     0.12
    21    3.359    0.390      0.650  0.000    -0.64    -1.60     0.21     1.36
    21   -0.160   -0.255      0.145  0.000    -1.22     0.66    -1.44     2.21
    21    0.022   -0.089     -1.039  0.000     4.03    -0.02    -7.99     8.07
    21   -2.012   -2.775     -8.639  0.000    -1.82    -2.64    -3.01     3.31
    21   -0.069   -0.567      0.110  0.000    -0.88    -2.58     0.02     0.12
    21   -0.715    0.298     -0.294  0.000    -0.72     5.05    -0.63     1.04
    21    0.934   -0.670     -0.099  0.000     2.10     0.35    -0.01     0.12
    21    1.149    2.224    -10.990  0.000     1.05    -1.75    -3.80     3.96
    21    2.239    0.744     -3.921  0.000    -1.63    -5.16    -0.11     0.12
    21    0.196   -0.259     -2.040  0.000    -0.14     2.39   -22.93    23.22
    21    1.322   -1.977      2.440  0.000    -2.11    -3.74     0.09     0.12
    21    0.453    1.402      3.305  0.000     4.05     0.33    14.03    14.99
    21    1.692    0.396      0.087  0.000    -1.00    -1.44     0.01     0.13
    21   -0.092   -2.606      7.838  0.000    -3.37     2.61     0.12     0.13
    21   -1.044   -0.117     -1.933  0.000    -2.74     1.38    -0.11     0.13
    21   -0.825   -0.322     -1.420  0.000    -0.76     3.76    -0.57     0.68
    21    0.684   -2.493     -2.086  0.000     0.59    -1.24    -0.57     1.16
    21   -0.490    0.330      0.225  0.000    -3.36     1.40     5.98     7.39
    21   -1.981   -0.447      8.227  0.000    -0.31    -1.75     7.78     8.08
    21   -1.746    1.038      3.285  0.000    -0.83     0.28     0.12     0.14
    21    1.478    1.284     -5.915  0.000     2.49     0.12    -0.64     0.76
    21    0.434   -0.227     -0.057  0.000     1.72    -2.86    -0.02     0.14
    21   -0.898   -0.339     -0.656  0.000    -1.67    -4.71    -0.08     0.14
    21   -1.726   -0.268     -1.583  0.000    -2.06     4.52    -0.85     1.35
    21    2.219   -0.296      3.468  0.000    -0.66    -3.17     5.13     5.73
    21    0.306    0.925     -0.645  0.000     1.43     5.55    -1.33     3.10
    21    0.127   -0.180      0.586  0.000     1.37    -2.56     0.27     0.67
    21   -0.090   -0.056      0.260  0.000     0.43    -0.40     1.21     1.42
    21   -1.338    3.276     -2.524  0.000     1.81     0.54    -1.62     2.08
    21   -0.755    1.491      3.249  0.000    -0.26     2.25     4.66     5.08
    21    0.524   -0.758      3.677  0.000    -0.55     3.75     0.16     0.16
    21    1.203   -1.065      1.834  0.000    -0.43     3.95     0.12     0.16
    21   -0.777   -0.276      1.605  0.000    -1.70     0.08     0.53     0.59
    21   -3.661   -1.453      5.655  0.000    -2.98    -1.77     0.14     0.16
    21    0.143    0.736      0.296  0.000    -1.66     0.50     0.06     0.17
    21   -0.138   -0.122     -0.048  0.000     0.39     4.42     1.84     2.22
    21    0.389    0.425     -0.230  0.000    -0.46     4.47    -0.12     0.30
    21    0.181   -0.415     -0.544  0.000     3.94    -1.25    -0.13     0.17
    21   -2.628   -2.277     12.587  0.000    -4.75     1.79     0.16     0.17
    21    1.167    2.140      0.532  0.000     1.99    -4.23     0.04     0.17
